ActivityName,Description,Website,ContactName,Email,Address,Category,AffiliatedWithCollege,College,RequiresDues,SkillLevel
Roots League,"This group is designed to a home for dramatic expression and live performance. Open to all students, regardless of background or experience.",http://green-young.com/,Julie Wang,jodymartin@galloway-vasquez.info,"1726 Karen Stravenue, Boston, MA 02215",Theater,True,University of Massachusetts Boston,False,Beginner
Theater Forum,"Join us as we workshops in acting, directing, and stage management. Our discussions are informal, engaging, and open-minded.",https://stone.com/,Tonya Matthews,nwilliams@hoffman.com,"8359 Horton Stravenue, Boston, MA 02110",Theater,False,Tufts University,True,Advanced
Sessions of Theater,"An opportunity to a home for dramatic expression and live performance. Open to all students, regardless of background or experience.",https://www.bruce.com/,Alexander Pineda,thomas00@norman.biz,"46757 Ryan Prairie, Boston, MA 02110",Theater,False,Harvard,False,Intermediate
Theater Union,A space to student-led productions of classic and modern plays. We welcome everyone to contribute their unique perspective.,http://www.smith.info/,Allen Harrison,christina20@wagner.com,"133 Theresa Stravenue, Boston, MA 02114",Theater,False,Massachusetts Institute of Technology,True,Intermediate
Theater Studio,"Be part of a community that student-led productions of classic and modern plays. Open to all students, regardless of background or experience.",https://norton.com/,Debbie Lopez,robert19@thomas.com,"85855 Rocha Meadows, Boston, MA 02109",Theater,True,Boston College,False,Beginner
Theater Network,Join us as we student-led productions of classic and modern plays. Connect with peers through regular meetups and events.,https://martin.biz/,Donald Boone,mariahrodriguez@hurst.info,"465 Jeanette Spring, Boston, MA 02116",Theater,True,University of Massachusetts Boston,False,Advanced
Innovators Alliance,Join us as we a home for dramatic expression and live performance. Connect with peers through regular meetups and events.,http://www.jennings-leon.com/,Megan Becker,pcraig@andrews-manning.com,"34578 Matthew Station, Boston, MA 02111",Theater,False,Northeastern,False,Intermediate
Theater Initiative,"This group is designed to workshops in acting, directing, and stage management. Open to all students, regardless of background or experience.",http://holmes-bailey.com/,Henry Lewis,lsullivan@kirby-holloway.com,"68467 Barrett Lodge, Boston, MA 02115",Theater,False,Boston College,True,Advanced
Sessions Society,Join us as we student-led productions of classic and modern plays. We aim to build community through tradition and practice.,https://www.ramirez.com/,Jasmine Hernandez,austinmcdonald@roberts-hansen.info,"27234 Stephanie Harbors, Boston, MA 02111",Theater,True,Tufts University,True,Intermediate
Exchange of Theater,"Our mission is to student-led productions of classic and modern plays. Open to all students, regardless of background or experience.",https://johnson.com/,Danielle Smith,bwall@taylor.biz,"517 Angela Stravenue, Boston, MA 02118",Theater,True,Tufts University,True,Beginner
Exchange Forum,"This group is designed to a home for dramatic expression and live performance. Our discussions are informal, engaging, and open-minded.",http://www.anderson.com/,Justin Morrow,ebradley@suarez.com,"6079 Beth Pass, Boston, MA 02116",Theater,True,Massachusetts Institute of Technology,True,Intermediate
Theater Coalition,"A space to workshops in acting, directing, and stage management. Open to all students, regardless of background or experience.",http://baker.net/,Jeffrey Robles,kmurphy@mcconnell.org,"05915 Christina Route, Boston, MA 02115",Theater,True,Northeastern,True,Beginner
Theater Collective,We aim to a home for dramatic expression and live performance. We welcome everyone to contribute their unique perspective.,http://singh-murray.com/,Marco Hobbs,fgonzalez@martin.com,"938 Smith Harbors, Boston, MA 02115",Theater,True,University of Massachusetts Boston,False,Beginner
Exchange Circle,"A space to student-led productions of classic and modern plays. Our discussions are informal, engaging, and open-minded.",https://www.cunningham.org/,Joseph Morris,dustin15@jackson.com,"75082 Monica Parks, Boston, MA 02109",Theater,True,Boston College,True,Intermediate
Crew Team,"Join us as we student-led productions of classic and modern plays. Open to all students, regardless of background or experience.",https://www.lindsey.com/,Edward Austin,seth06@hansen-ortiz.net,"14034 Mary Keys, Boston, MA 02108",Theater,False,Harvard,True,Intermediate
Builders Collective,This group is designed to student-led productions of classic and modern plays. We welcome everyone to contribute their unique perspective.,http://www.compton-patel.org/,Bryan Lewis,morgan94@lam-dunn.com,"62865 Benjamin Walk, Boston, MA 02108",Theater,False,Boston College,False,Beginner
Explorers Coalition,"We aim to a home for dramatic expression and live performance. Open to all students, regardless of background or experience.",http://www.ford-parker.info/,Christopher Sandoval,dawsonzachary@smith-eaton.biz,"5556 Chavez Mountain, Boston, MA 02110",Theater,False,Boston University,False,Beginner
Movement Studio,"We aim to workshops in acting, directing, and stage management. Open to all students, regardless of background or experience.",https://dillon.com/,Amanda Webb,larry87@odonnell.com,"99578 Lauren Falls, Boston, MA 02109",Theater,False,Boston College,False,Intermediate
Theater Circle,"We aim to a home for dramatic expression and live performance. Our discussions are informal, engaging, and open-minded.",http://www.hurley.com/,Alex Burke,timothyguzman@cook.com,"017 Don Trafficway, Boston, MA 02110",Theater,True,Tufts University,True,Beginner
Explorers Collective,Our mission is to student-led productions of classic and modern plays. We welcome everyone to contribute their unique perspective.,http://www.medina.com/,Calvin Richardson DDS,reyesdavid@washington.com,"0997 Nelson Common, Boston, MA 02113",Theater,False,Boston College,True,Beginner
Pulse Collective,Our mission is to a home for dramatic expression and live performance. We welcome everyone to contribute their unique perspective.,https://www.simmons.com/,Madison Patel,unguyen@gonzalez-meyer.com,"7379 Joshua Via, Boston, MA 02108",Theater,False,Tufts University,False,Intermediate
Dreamers Studio,"Our mission is to a home for dramatic expression and live performance. Open to all students, regardless of background or experience.",http://www.jackson.com/,Peter Gomez,huntnancy@rogers.com,"23800 Johnny Motorway, Boston, MA 02118",Theater,False,Boston University,False,Advanced
Theater Society,Our club encourages students to a home for dramatic expression and live performance. We aim to build community through tradition and practice.,http://www.martin.com/,Daniel Fleming,nzavala@white.com,"7596 Harris Port, Boston, MA 02113",Theater,False,Northeastern,True,Advanced
Vibes Club,"An opportunity to workshops in acting, directing, and stage management. Join us weekly as we grow our shared passion.",http://www.gamble-leonard.net/,Cindy Miller,simsbrian@baxter.com,"68110 Jason Heights, Boston, MA 02215",Theater,True,Massachusetts Institute of Technology,False,Advanced
Pulse of Theater,"This group is designed to workshops in acting, directing, and stage management. Open to all students, regardless of background or experience.",http://mendoza-harper.com/,Danielle Coleman,crystalmorrow@miller-campbell.com,"3048 Porter Knolls, Boston, MA 02116",Theater,True,Harvard,True,Intermediate
Explorers of Theater,"Our club encourages students to student-led productions of classic and modern plays. Open to all students, regardless of background or experience.",http://dickerson.com/,Stephen Snyder,rodriguezdaniel@collier.net,"082 Franklin Estates, Boston, MA 02110",Theater,True,Massachusetts Institute of Technology,False,Advanced
Dreamers of Theater,"Students gather here to student-led productions of classic and modern plays. Open to all students, regardless of background or experience.",https://www.ware-griffin.com/,Amanda Walsh,evansrichard@mcdowell.com,"3268 Murphy Pass, Boston, MA 02118",Theater,False,Northeastern,True,Beginner
Theater Alliance,Our mission is to a home for dramatic expression and live performance. Connect with peers through regular meetups and events.,http://crawford.com/,Ryan Rivera,john60@gregory.com,"88819 Bell Cove, Boston, MA 02109",Theater,False,University of Massachusetts Boston,True,Beginner
Thinkers Circle,"An opportunity to a home for dramatic expression and live performance. Our discussions are informal, engaging, and open-minded.",https://www.miller.info/,Sara French,reginablack@barrett-hanna.net,"69421 Tanya Views, Boston, MA 02111",Theater,False,Boston University,True,Advanced
Movement Guild,"This group is designed to spoken word, slams, and quiet reflection — all welcome. Open to all students, regardless of background or experience.",http://www.barnes-wood.com/,Samuel Ortiz,rmartinez@valencia.info,"0571 Ryan Knolls, Boston, MA 02116",Poetry,True,Boston University,False,Beginner
Movement Forum,"Be part of a community that sharing original poetry and hosting open mic nights. Our discussions are informal, engaging, and open-minded.",https://robinson.info/,Larry Gray,katie91@thompson.com,"8768 Booker Skyway, Boston, MA 02110",Poetry,True,Boston College,True,Advanced
Innovators Team,"An opportunity to a community for writing, reading, and performing poetry. Open to all students, regardless of background or experience.",http://www.white-davis.com/,Elizabeth Mclaughlin,rebeccayu@ford.net,"2699 Chapman Circles, Boston, MA 02113",Poetry,True,Harvard,True,Intermediate
Explorers Team,"Our mission is to a community for writing, reading, and performing poetry. Open to all students, regardless of background or experience.",http://www.miller-livingston.com/,Donna Evans,tiffany77@marshall-hall.com,"52912 Michael Mills, Boston, MA 02114",Poetry,False,Tufts University,True,Beginner
Builders of Poetry,"Be part of a community that a community for writing, reading, and performing poetry. Open to all students, regardless of background or experience.",http://www.whitehead.org/,Megan Miller,alisonmoore@lane.net,"153 Jennifer Throughway, Boston, MA 02109",Poetry,False,Boston University,False,Intermediate
Vibes Forum,"We come together to spoken word, slams, and quiet reflection — all welcome. Our discussions are informal, engaging, and open-minded.",https://www.coffey.com/,Andrea Roach,kelseystewart@roth.com,"763 Jack Prairie, Boston, MA 02113",Poetry,False,Massachusetts Institute of Technology,True,Intermediate
